-3.617832500000001164e+04	-4.518132500000001164e+04	-6.025332500000001164e+04	-3.418332500000001164e+04	-8.176932500000001164e+04	-8.068132500000001164e+04	-6.899432500000001164e+04	-8.175632500000001164e+04	-7.750832500000001164e+04	-7.695632500000001164e+04	1.716966749999999884e+05	-7.557232500000001164e+04	-8.037032500000001164e+04	-8.176732500000001164e+04	-8.129232500000001164e+04	-7.920432500000001164e+04	-7.290432500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.175732500000001164e+04	-8.176932500000001164e+04	-8.178832500000001164e+04	-8.177532500000001164e+04	-4.874832500000001164e+04	-7.918132500000001164e+04	-6.755332500000001164e+04	-8.163632500000001164e+04	-8.177932500000001164e+04	-8.161432500000001164e+04	-8.176332500000001164e+04	-8.132632500000001164e+04	-5.052132500000001164e+04	-7.461832500000001164e+04	-4.309632500000001164e+04	-1.678832500000001164e+04	1.293767499999998836e+04
-7.813832500000001164e+04	-7.813232500000001164e+04	-7.121532500000001164e+04	-6.596532500000001164e+04	-8.175732500000001164e+04	-8.114132500000001164e+04	-8.139032500000001164e+04	-8.176432500000001164e+04	-8.137032500000001164e+04	-7.499232500000001164e+04	-3.678832500000001164e+04	3.476396749999999884e+05	-8.151732500000001164e+04	-8.173032500000001164e+04	-8.101432500000001164e+04	-8.178832500000001164e+04	3.678746749999999884e+05	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178432500000001164e+04	-8.177332500000001164e+04	-8.147032500000001164e+04	-8.178632500000001164e+04	-8.025232500000001164e+04	-8.178832500000001164e+04	-8.056032500000001164e+04	-8.165332500000001164e+04	-8.173632500000001164e+04	-8.168632500000001164e+04	-8.164732500000001164e+04	-7.939832500000001164e+04	-7.921932500000001164e+04	-7.899132500000001164e+04	-7.688232500000001164e+04	-5.678832500000001164e+04	1.124467499999998836e+04
-8.022832500000001164e+04	-8.017032500000001164e+04	-5.535732500000001164e+04	-2.239932500000001164e+04	-8.173332500000001164e+04	-8.040832500000001164e+04	-8.086832500000001164e+04	-8.176432500000001164e+04	-8.092232500000001164e+04	1.373991675000000047e+06	-5.843932500000001164e+04	-8.070632500000001164e+04	-8.099932500000001164e+04	-8.174132500000001164e+04	-8.051932500000001164e+04	-3.723532500000001164e+04	-5.974932500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.177132500000001164e+04	-8.177632500000001164e+04	-8.168132500000001164e+04	-8.170232500000001164e+04	-7.785132500000001164e+04	-8.178832500000001164e+04	-8.054832500000001164e+04	-8.116332500000001164e+04	-8.154832500000001164e+04	-8.167732500000001164e+04	-8.170532500000001164e+04	-1.815332500000001164e+04	-7.876632500000001164e+04	-7.224032500000001164e+04	-8.082832500000001164e+04	-5.778832500000001164e+04	-6.247232500000001164e+04
-8.132832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.165832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.070932500000001164e+04	-8.178832500000001164e+04	-8.178132500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.177832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178532500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04
-8.175832500000001164e+04	-8.178632500000001164e+04	-8.174332500000001164e+04	-8.174832500000001164e+04	-8.177732500000001164e+04	-8.175632500000001164e+04	-8.178632500000001164e+04	-8.178832500000001164e+04	-8.178732500000001164e+04	-8.079232500000001164e+04	-8.178832500000001164e+04	-8.177532500000001164e+04	-8.178732500000001164e+04	-8.178632500000001164e+04	-8.178432500000001164e+04	-8.178832500000001164e+04	-8.173532500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178232500000001164e+04	-8.177332500000001164e+04	-8.178832500000001164e+04	-8.177632500000001164e+04	-8.178832500000001164e+04	-8.140332500000001164e+04	-8.178732500000001164e+04	-8.178832500000001164e+04	-7.564132500000001164e+04	-8.178332500000001164e+04	-8.168732500000001164e+04	-8.177632500000001164e+04	-8.173732500000001164e+04	-8.167732500000001164e+04
-8.123832500000001164e+04	-8.138632500000001164e+04	-7.515832500000001164e+04	-7.806632500000001164e+04	-8.171932500000001164e+04	-8.137032500000001164e+04	-8.163332500000001164e+04	-8.178332500000001164e+04	-8.135932500000001164e+04	-6.017832500000001164e+04	-8.178832500000001164e+04	-8.178032500000001164e+04	-8.170532500000001164e+04	-8.175432500000001164e+04	-8.075632500000001164e+04	-8.178832500000001164e+04	-7.996832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.177332500000001164e+04	-8.175432500000001164e+04	-7.690732500000001164e+04	-8.178832500000001164e+04	-8.127332500000001164e+04	-8.172632500000001164e+04	7.960667499999998836e+04	-8.176232500000001164e+04	-8.177932500000001164e+04	-7.849532500000001164e+04	-8.104632500000001164e+04	-7.495132500000001164e+04	-8.177632500000001164e+04	-5.778832500000001164e+04	-6.794732500000001164e+04
-8.177832500000001164e+04	-8.178232500000001164e+04	-8.178532500000001164e+04	-7.899932500000001164e+04	-8.177332500000001164e+04	-8.177732500000001164e+04	-8.178732500000001164e+04	-8.178432500000001164e+04	-8.178732500000001164e+04	-8.170632500000001164e+04	-8.178832500000001164e+04	-8.176032500000001164e+04	-8.178732500000001164e+04	-8.178632500000001164e+04	-8.178232500000001164e+04	-8.178832500000001164e+04	-8.176932500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178632500000001164e+04	-8.175532500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178432500000001164e+04	-8.178832500000001164e+04	-8.175832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178032500000001164e+04	-8.170532500000001164e+04	-8.178832500000001164e+04	-7.851332500000001164e+04	-5.062332500000001164e+04
-6.581832500000001164e+04	-8.018432500000001164e+04	-7.939032500000001164e+04	-5.912132500000001164e+04	-8.503325000000011642e+03	-8.158032500000001164e+04	-8.044732500000001164e+04	-8.174932500000001164e+04	-8.137632500000001164e+04	-6.864632500000001164e+04	-6.318932500000001164e+04	-8.115932500000001164e+04	-8.139632500000001164e+04	-8.173732500000001164e+04	-8.107332500000001164e+04	-4.616832500000001164e+04	-1.251332500000001164e+04	-7.727332500000001164e+04	-8.178832500000001164e+04	-8.176932500000001164e+04	-8.170932500000001164e+04	-8.174632500000001164e+04	-6.704132500000001164e+04	-7.837032500000001164e+04	-7.997132500000001164e+04	-8.065632500000001164e+04	-8.149532500000001164e+04	-8.042332500000001164e+04	-8.170332500000001164e+04	-7.680032500000001164e+04	1.676786749999999884e+05	-7.863632500000001164e+04	-7.287232500000001164e+04	-8.157932500000001164e+04	-6.573332500000001164e+04	1.073376749999999884e+05
-8.039832500000001164e+04	-7.846132500000001164e+04	-7.997932500000001164e+04	-7.772532500000001164e+04	-8.177532500000001164e+04	-7.709432500000001164e+04	-8.109132500000001164e+04	-8.127132500000001164e+04	-8.169132500000001164e+04	-6.241632500000001164e+04	-6.774032500000001164e+04	-6.776032500000001164e+04	-8.159832500000001164e+04	-8.177832500000001164e+04	-8.164632500000001164e+04	-8.178832500000001164e+04	-8.031532500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.108132500000001164e+04	-8.097332500000001164e+04	-8.178132500000001164e+04	-8.176732500000001164e+04	-8.086032500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-7.953232500000001164e+04	-8.168332500000001164e+04	-8.163632500000001164e+04	-8.176332500000001164e+04	-7.012732500000001164e+04	-7.911432500000001164e+04	-8.083532500000001164e+04	-8.061032500000001164e+04	-8.032132500000001164e+04	9.157674999999988358e+03
-8.171832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.110532500000001164e+04	-8.178332500000001164e+04	-8.178832500000001164e+04	-8.178232500000001164e+04	-8.178832500000001164e+04	-8.178632500000001164e+04	-8.177832500000001164e+04	-8.178832500000001164e+04	-8.170132500000001164e+04	-8.178832500000001164e+04	-8.178732500000001164e+04	-8.177632500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.177532500000001164e+04	-7.751632500000001164e+04	-8.178832500000001164e+04	-8.177232500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.177732500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178832500000001164e+04	-8.178332500000001164e+04	-8.123332500000001164e+04	-7.530332500000001164e+04
