-0.003847665016755311	-0.0047349893934269995	-0.004672948627294248	-0.0035939988317397857	-0.004999538844652135	-0.004986872444430781	-0.0046230823623451284	-0.0049996310757217085	-0.004852122851784671	-0.004853629292587696	-0.0019367602299628001	-0.004805361699511176	-0.0049590186614197436	-0.004999692563101423	-0.004995449933901067	-0.00492194177145141	-0.004798075445014911	-0.005	-0.005	-0.005	-0.003959264610938605	-0.004921911027761552	-0.00459301503366434	-0.00499566513973007	-0.005	-0.004995296215451779	-0.004999231407753559	-0.004985919390045193	-0.004105819780490055	-0.00485817935868663	-0.002901558705075783	-0.003055307898053925
-0.004960647389517735	-0.004967479264880127	-0.004696120200670582	-0.0035624322484685005	-0.0049988907656238184	-0.0049823782993420225	-0.00497592457206242	-0.004999672271661583	-0.004974563238964378	0.031066654902059645	-0.004413315854488618	-0.004972218720851085	-0.004982832077041369	-0.004999117654473492	-0.0049851765951546625	-0.003848413038545895	-0.004433508962109562	-0.005	-0.005	-0.004997479012781405	-0.0048997907580608565	-0.005	-0.004969370005294073	-0.004985302644515592	-0.004994378198502534	-0.0049974285930370335	-0.004999243703834422	-0.0036057428088839593	-0.004924269543953412	-0.004757985227014899	-0.004323719968739759	-0.00455378526230872
-0.004976820398049716	-0.004986371992646471	-0.004838262329150348	-0.004880465190632244	-0.0049977619694668695	-0.0049931660139077615	-0.004993645591879146	-0.004999880105507154	-0.004977899448485333	-0.004149268643593638	-0.005	-0.0049996403165214615	-0.0049967628486931506	-0.004998481336423947	-0.004980816881144593	-0.005	-0.004925305730956758	-0.005	-0.005	-0.005	-0.004787347134521621	-0.005	-0.0049805770921589	-0.004997682039804972	0.0010455998721125405	-0.004999000879226281	-0.005	-0.0048580049556390375	-0.004969706658140836	-0.004731596195348094	-0.004372072576133003	-0.004493126049076812
-0.004644770481608587	-0.0049649215744984685	-0.00498733215100076	-0.004508257134302232	-0.0033781698413064007	-0.004995854158509339	-0.004971808277863509	-0.004999700578114563	-0.004989359006840639	-0.004701821867010618	-0.004573047423820162	-0.004985236197802704	-0.004990879148720547	-0.004999170831701868	-0.004992468387958634	-0.004093834212405279	-0.003314416012161135	-0.004938319091600064	-0.005	-0.004999101734343691	-0.004926987124858926	-0.004959232558675173	-0.0049749867563396825	-0.004993712140405832	-0.004970564525416311	-0.004998088306423751	-0.004989934818158786	7.760324296934382E-4	-0.004926664670520764	-0.0047958633714904305	-0.004738835018541125	-8.624732247737065E-4
-0.0047696091828368405	-0.004982999577629258	-0.004985403364058735	-0.004681811970483739	-0.004999968943327784	-0.004998993763820219	-0.004993254490794802	-0.004999931675321126	-0.004985471688737609	-0.0049689743844567565	-0.004952942930259137	-0.0049390543864443835	-0.0049995589952545405	-0.004999944097990012	-0.004979924967079928	-0.005	-0.004397276950980149	-0.00494491167482422	-0.004914699744093021	-0.004999801237297821	-0.004991707868518473	-0.00499049665830207	-0.004993788665556908	-0.0049993788665556906	-0.004991155059753037	-0.005	-0.005	-0.004937681681532461	-0.004954595145220999	-0.0049868692389873044	-0.003570504857263535	-0.003844517876220527
-0.004990349264705882	-0.00499264705882353	-0.0049066176470588235	-0.0048000000000000004	-0.004999816176470588	-0.004996231617647059	-0.004995588235294118	-0.005	-0.004997977941176471	-0.0031237132352941177	-0.004803125	-0.004999264705882353	-0.004997610294117647	-0.004999908088235294	-0.0049968750000000004	-0.005	-0.004764154411764706	-0.005	-0.005	-0.005	-0.004973529411764706	-0.005	-0.004997426470588235	-0.005	-0.004997058823529412	-0.005	-0.005	-0.004963419117647059	-0.004991819852941177	-0.004947977941176471	-0.004937683823529412	-0.005
-0.004901631701631702	-0.004952540792540793	-0.004957202797202798	-0.004471608391608392	-0.0014984615384615384	-0.004993379953379953	-0.004956829836829837	-0.00499990675990676	-0.004982937062937063	-0.004706573426573426	-0.0045000466200466206	-0.004997855477855478	-0.004995058275058275	-0.0049986013986013985	-0.004998414918414918	-0.005	-0.0035363170163170165	-0.005	-0.005	-0.005	-0.004917855477855478	-0.005	-0.004950489510489511	-0.004995524475524476	-0.0049806993006993	-0.005	-0.005	0.00942191142191142	-0.004581818181818182	-0.004681398601398602	-0.004622750582750583	0.002466013986013986
-0.004900263654208845	-0.004975049074323544	-0.004959975559062392	-0.004858815095646819	-0.004912229128978869	-0.004997955236518995	-0.004983959431892537	-0.004999720949924945	-0.004992590739386475	-0.004723812593818559	-0.004692597475077942	-0.0049893383626496285	-0.004995669912628459	-0.004999364920518841	-0.004950483045302337	-0.004957026288441553	-0.00449863842808206	-0.004123267965051384	-0.005	-0.004998561448751011	-0.0049225924714214235	-0.00498206381586544	-0.0049750971864054505	-0.004998744274662253	-0.004374696893883992	-0.004999504445556368	-0.004999417843808938	-0.004520202263192333	-0.00496588853392864	-0.004771554212693892	-0.004730307724875871	-0.003325853508333013
-0.004998840163481719	-0.004993317132442284	-0.004948746271954048	-0.004919087595272285	-0.004999889539379211	-0.004999226775654479	-0.004994421738650171	-0.005	-0.004999226775654479	-0.004517231856843036	-0.004914669170440738	-0.004995636805478847	-0.005	-0.0049999447696896055	-0.004999502927206451	-0.005	-0.004356180271733128	-0.005	-0.005	-0.005	-0.0049792886336021205	-0.005	-0.004998232630067381	-0.005	-0.005	-0.005	-0.005	-0.004936650833977687	-0.004995360653926875	-0.004964376449795648	-0.00498691041643654	-0.005
-0.004463495185260775	-0.004998682672504963	-0.004997309683284784	-0.004833627103549363	-0.004999962892183239	-0.004997625099727258	-0.004966677180548083	-0.005	-0.0049721876913371805	-0.004991242555244262	-0.004957771304525299	-0.004999628921832384	-0.0049998330148245725	-0.004999981446091619	-0.004998812549863629	-0.005	-0.004991817726404067	-0.005	-0.004786370298903464	-0.005	-0.004979516485147596	-0.004959181401562239	-0.00494181494331781	-0.005	-0.005	-0.005	-0.005	-0.00499838580997087	-0.004971408427185187	-0.004995305861179657	-0.004757611740913223	-0.003083548249438744
