-4	-33	-65	-35	-51	-62	-56	-49	5	-3	-88	-59	-10	2	-24	-66	-60	-32	-11	0	-50	1	-6	-54	-17	-64	-18	-69	-74	-28	-72	-76	-29	-55	-39	-71	-58	-23	-73	-13	-79	-25	-42	-30	-40	-63	-87	-57	-20	-81.5	-86	-9	-81.5	-8	-78	-52	-43	-1	-31	-61	-70	-12	-46	-38	-47	-77	-21	-81.5	-85	-2	-68	-22	-67	-75	-84	-7	-53	-37	-34	-27	-26	-48	-41	-5	-81.5	-19	-45	-15	-36	-16	-14	4	3	-44
-57	-32	-56	-35	-48	-66	-58	-46	-50	5	-88	-61	-7	-4	-20	-67	-62	-30	-8	2	-47	3	-2	-54	-14	-68	4	-70	-75	-26	-72	-77	-27	-55	-31	-71	-60	-18	-73	-11	-79	-23	-40	-28	-38	-65	-87	-59	-19	-81.5	-86	-6	-81.5	-5	-74	-51	-41	0	-29	-64	-10	-9	-44	-37	-49	-78	-16	-81.5	-85	-1	-69	-17	-63	-76	-84	-3	-52	1	-34	-25	-24	-45	-39	-22	-81.5	-15	-43	-33	-36	-13	-12	-21	-53	-42
-54	-28	-52	-31	-45	-65	-55	-43	-5	5	-87	-60	-3	-50	-19	-66	-62	-88	-41	-85	-44	-67	3	-49	-59	-68	-46	-70	-74	-23	-36	-76	-25	-51	-12	-71	-57	-15	-73	-7	-79	-17	-35	-26	-33	-58	-72	-56	-13	-83	-86	-2	-81	-1	-75	-47	-37	4	-24	-64	-61	-4	-40	-32	-10	-77	-16	-81	-84	2	-69	-14	-29	-81	-8	0	-48	-18	-27	-21	-20	-42	-34	1	-78	-11	-39	-53	-30	-6	-9	-22	-63	-38
-48	-27	-47	-65	-40	-58	-49	-22	-74	-30	-85	-53	-4	0	5	-55	-57	-64	-1	-73	-6	-82	3	-44	-52	-59	-80	-79	-66	-20	-35	-67	-24	-45	-12	-63	-51	-16	-86	-8	-70	-21	-34	-25	-32	-62	-60	-50	-14	-71	-75	-5	-68.5	-2	-77	-42	-36	4	-23	-56	-41	-7	-39	-31	-10	-76	-13	-68.5	-72	1	-61	-15	-28	-81	-84	-3	-43	-83	-26	-17	-19	-38	-33	-88	-78	-11	-37	-18	-29	2	-9	-87	-46	-54
-75	-12	-21	-56	-64	-49	-63	-45	1	-58	-4	-82	-87	-74	-71	-6	-76	-5	-88	-84	-83	-53	-25	-55	-68	-65	-3	-45	4	-81	-26	-51	-52	-14	-18	-60	-35	-38	-29	-57	-45	-69	-45	-42	-61	-59	-20	-67	-33	-32	-39	-36	-40	-85	-48	-2	-37	-66	-86	-72	-15	2	-28	-41	-13	-27	-54	-34	-11	-22	-30	-1	-77	-62	-23	-79	-73	-9	-70	5	-8	-17	-78	-31	-24	-45	-19	-16	-80	-50	-10	0	3	-7
3	-15	-41	-73	-77	-79	-76	-45	-17	-71	-86	-22	-4	-18	-3	5	-14	-29	-5	-57	1	2	-47	-30	-8	-78	-11	-34	-2	-49	0	-72	-52	-28	-35	-32	-48	-64	-10	-69	-80	-65	-66.5	-53	-6	-66.5	-38	4	-60	-59	-58	-62	-56	-87	-88	-20	-63	-81	-19	-83	-31	-9	-54	-50	-1	-43	-74	-61	-24	-42	-70	-40	-16	-75	-44	-84	-82	-68	-7	-13	-21	-36	-27	-55	-46	-51	-37	-33	-85	-12	-25	-39	-26	-23
-76	2	-48	-78	-71	-73	-70	-9	-13	-40	-85	-20	-3	-28	-1	-19	-11	-21	-80	-43	-83	3	-38	-27	-6	-72	-7	-32	-2	-69	1	-66	-46	-26	-33	-30	-44	-58	-8	-63	-74	-59	-60.5	-49	-4	-60.5	-36	-84	-34	-54	-53	-56	-52	-87	-88	-16	-57	-75	5	-79	-29	-5	-50	-45	0	-47	-67	-55	-23	-42	-64	-39	-12	-68	-86	-82	-77	-62	4	-14	-17	-15	-25	-51	-41	-65	-35	-31	-81	-10	-18	-37	-24	-22
-69	-10	-80	-21	-85	5	-34	-16	-28	-53	-12	-73	2	-79	-43	-1	-55	0	-88	-81	-82	-77	-75	-40	-5	-38.5	-41	-63	-87	-74	-45	-47	-22	-11	-71	-64	-19	-24	-31	-54	-49	-67	-51	-20	-37	-46	-59	-56	-76	-27	-36	-30	-62	-29	1	-13	-26	-52	3	-50	-72	-60	-84	-25	-15	-18	-48	-42	-3	-57	-35	-38.5	-7	-58	-32	-4	-2	-9	-6	4	-83	-66	-70	-17	-86	-33	-23	-8	-68	-44	-78	-14	-61	-65
-12	-17	-85	0	-46	-81	-48	-28	-11	-64	-15	-7	-53	-6	4	-76	-23	-19	-26	-43	-27	2	3	-20	5	-18	-4	-9	-30	-73	-31	-57	-38	-59	-67	-16	-65	-87	-72	-84	-68	-13	-62	-56	-5	-69	-34	-29	-2	-45	-52	-41	-36	1	-86	-3	-58	-63	-1	-39	-82	-22	-61	-42	-50	-33	-54	-47	-70	-50	-75	-21	-79	-32	-60	-88	-71	-25	-8	-66	-77	-14	-37	-40	-35	-83	-44	-10	-24	-55	-80	-74	-78	-50
-60	-11	-71	-67	-29	3	-33.5	-33.5	2	-47	-4	-7	-22	-55	-45	-70	-14	-1	-88	-26	-17	-52	-13	-12	-54	0	-2	-76	-15	-63	-53	-48	-21	-41	-51	-10	-18	-83	-77	-64	-49	-8	-44	-69	-40	-80	-20	-19	-68	-28	-36	-24	-73	-5	-31	-6	-79	-46	-74	-38	-9	-16	-43	-25	-33.5	-78	-39	-37	-50	-33.5	-59	-65	-82	-87	-42	-86	-56	4	-75	5	-57	-3	-81	-23	-30	-62	-27	-85	-72	-84	-61	-66	1	-58
